,user_id,gender,education,birth
8493192,5856461,,,
2424173,9426662,,,
9576543,6260752,,,
9189442,2610922,male,,
976975,4250692,male,,1994.0
2695423,10146755,,,
9499326,8044525,,,
4212367,1026297,female,,1996.0
8934650,9502027,,,
5930727,7021342,,,
6067223,4040643,,,
7236349,7075033,,,
104908,4833456,,,
1626164,2843937,,,
7055378,6318904,,,
650430,1170991,female,,
7877393,2227792,,,
7788480,4788769,,,
9405005,1007706,,,
8418226,1028398,male,,1997.0
4855974,801852,,,
6622386,6697979,,,
632859,1985188,,,
3345455,108805,male,Bachelor's,1991.0
6980906,2389890,female,,
589604,10420176,,,
1665432,8439147,,,
8695580,1898772,,,
3499985,7409686,,,
8892583,9565330,,,
6405802,6707327,,,
5213535,5170089,,,
6700064,5720996,,,
373752,1405725,,,
6073735,4832244,,,
3762979,4554085,,,
6382680,8422123,,,
2317334,1558932,male,,1993.0
3447305,9819433,,,
2196570,793036,,,
7035031,2320661,,,
6832529,5970030,,,
4723548,657464,,,
9251788,6456220,,,
7680687,5597747,,,
858626,7558835,male,,
7009797,286252,male,Master's,1971.0
6041171,353438,male,Bachelor's,1981.0
7965484,8891412,,,
2261813,9595693,,,
2193778,6386835,female,,
5608979,2086227,,,
75889,6533649,,,
3857235,813934,,,
5705088,1800079,,,
8501885,10392067,,,
1503824,9825908,,,
714882,8525605,,,
5058968,8402355,,,
8545723,2962090,,,
3062708,208178,male,,
2386714,6987410,,,
3590573,8048525,,,
911540,5446029,,,
7508273,9168106,,,
1765130,4091968,,,
3717355,8807861,,,
6302287,4728506,,,
9200558,1084042,,,
4491639,5474947,,,
5663884,3493560,,,
5865647,8966337,,,
1896251,1643802,,,
6988601,5386291,,,
5649870,10352605,,,
7556706,9640114,,,
2137362,2400625,,,
774116,6839819,,,
6837272,3908757,,,
2673953,4414944,,,
5640591,4879804,,,
6883894,1175837,male,,
8150993,7273457,,,
891592,2053823,,,
6393646,6519325,,,
7583112,3340923,,,
8201789,1404334,,,
4286500,4471041,,,
6171526,7429669,,,
9564185,5731750,,,
8576598,4479903,,,
581549,6932775,,,
6991862,523692,,,
9334764,4522216,,,
3101909,5697854,,,
2720636,1756572,female,,1995.0
2625238,3374516,,,
1227251,10114234,,,
8965132,10160294,,,
6140497,5781263,,,
6174741,2505273,,,
5360023,8631793,,,
2177148,8831772,,,
946569,3694374,,,
1155873,1254515,,,
7560649,6082117,,,
3440895,9163832,,,
7282760,4343645,,,
8919258,3873424,,,
4624107,5590827,,,
748764,4778815,male,,
7984614,256418,female,Bachelor's,1995.0
3981128,6931000,,,
4830569,8928237,,,
1170801,6231518,,,
5194724,3943029,,,
2093473,9758598,,,
2872510,4433740,,,
6075452,7779844,,,
331656,1433714,,,
2999680,5771711,,,
1985455,10218020,,,
53332,9161443,,,
7265195,5113042,,,
6584821,4340569,,,
1279077,6191049,,,
3700972,1276458,,,
6159034,6564466,,,
8625176,5129532,,,
4382944,4769969,male,,
204318,10149080,,,
7462420,2707895,,,
8575934,3171103,,,
4592517,2895594,female,High,1997.0
7386890,7436274,,,
4940260,837691,,,
1939523,3825209,,,
3378814,5859388,,,
3418286,1274153,,,
5686172,250564,male,Master's,1987.0
532944,6156363,male,,
4737737,4549666,,,
7605287,10384726,,,
5386788,2749982,female,,
8195664,1226333,,,
783586,2440621,,,
9485862,5553123,,,
1227429,10407034,,,
513439,3815160,,,
8196419,2482133,,,
1918172,8391805,,,
1352183,7835268,,,
8068170,9631399,,,
6754181,5653809,,,
6403169,2139927,,,
8464349,8052050,,,
4781098,6505149,,,
8760885,314610,female,Bachelor's,1993.0
8035656,5512430,,,
8907891,4934137,,,
3541837,6861441,male,,
3390317,4996190,,,
5092263,3632573,,,
8867580,8077280,,,
4750848,6269182,,,
8157524,8230858,,,
3917200,462772,male,Bachelor's,1986.0
404433,2364730,,,
4496982,4391348,,,
1848466,2315590,,,
8339956,992715,,,
136516,7395265,,,
9261995,3391222,,,
8010283,3121822,,,
5411055,3078790,,,
5937373,8205747,,,
4798801,5966752,,,
2223612,6008047,,,
5121195,1479986,,,
5574581,5142663,,,
436857,6425939,,,
3402462,5183550,,,
7871553,2554391,,,
6986585,1804291,female,,
384173,9028326,,,
1742554,6481364,,,
2019951,7667430,male,,
4660603,6246311,,,
5894822,7440926,male,,
8705073,8015373,,,
507079,3007959,,,
3598011,10372926,,,
7032895,9090260,,,
591042,2528177,,,
6660776,170590,male,Bachelor's,1988.0
4664563,2645712,,,
1998124,1011624,,,
432243,8880538,,,
6641363,8369182,,,
5041950,10078144,,,
4652401,2420910,,,
700619,4745803,,,
607470,10114779,,,
2949020,1403761,,,
7032989,9243460,,,
6875393,7233235,,,
5380304,1957381,,,
8870415,2461883,,,
7622299,8670529,,,
2141752,9976825,,,
3980365,5698800,,,
6297904,7492301,,,
9452422,10073959,,,
5164216,2972613,,,
6950082,1122625,male,,1996.0
1608300,3206930,,,
1071535,1067071,,,
5095521,9136173,,,
5989695,5081714,,,
2240677,4428490,,,
1618828,596336,,,
5433485,217212,female,Bachelor's,1992.0
1649790,2108341,female,,
5877417,8547923,,,
6194222,5124876,,,
7930348,18805,male,Bachelor's,1978.0
1499284,1989308,,,
4307261,9037644,,,
5899774,5591927,,,
3545557,2889042,female,,
4933763,10381485,,,
5346224,5612791,,,
7095772,3398611,,,
7375975,9309069,,,
1681512,5088550,,,
4340331,3956604,,,
5059865,9865755,,,
904471,3719428,,,
3278251,8802967,male,Bachelor's,
117034,4968462,,,
6830930,3151030,,,
9051043,2622791,,,
2234727,4541485,,,
3661104,5250483,,,
2588469,2161693,female,,
3305217,3535226,,,
3764493,6990685,male,,1998.0
1107249,340010,female,Bachelor's,1995.0
9509507,4870127,,,
525662,4121962,,,
3745514,5496481,,,
7174571,4508397,,,
9233817,6552617,,,
9177054,1995319,,,
1546135,10125717,,,
1076834,10162271,,,
4505626,8826887,,,
1643005,778540,,,
1398722,5140079,,,
4213184,2395497,,,
4966723,5070303,,,
903895,2515428,,,
3097659,8732853,,,
2477889,8734646,female,,
2812628,4855011,,,
8597235,8823115,,,
5494783,2231669,,,
1358123,7716269,,,
9614395,9275404,,,
3716793,7890461,,,
3890661,6601155,,,
2988164,6592909,,,
1093120,7099882,,,
680147,431596,female,,1990.0
3657598,9504680,,,
9415129,8160175,,,
4757698,7785387,,,
2195939,10081435,,,
3644786,8216039,,,
4109764,538760,,,
4469986,9554939,male,,
2391277,4643811,,,
8109550,8471144,,,
6264266,1321296,,,
4623352,4378627,,,
3832364,9867318,,,
9156430,8078548,,,
2661260,3100734,,,
736673,4669009,,,
4415390,8786654,,,
4546909,7390069,,,
1544172,6748917,male,,
7212006,6623881,,,
765356,2094618,,,
8386630,8879174,,,
8399778,293985,,,
131769,9530664,,,
6031141,4023633,,,
8647031,1216144,,,
2565565,4369885,male,,1996.0
501887,4608354,,,
4797462,3797152,,,
1612463,10363330,,,
4484745,4070142,,,
7077897,3802199,,,
5229913,2134496,,,
3532018,238922,male,High,1992.0
900602,7231425,,,
6535585,2243161,,,
8072397,6561800,,,
3107572,5136255,,,
1750775,10245365,,,
6589899,2531370,,,
4203689,6797779,,,
6994291,4861492,,,
8923455,524826,,,
761467,5832017,,,
9127092,9284939,,,
6658206,6215589,,,
4348483,7537605,,,
4645292,541509,,,
3584522,7998724,,,
8699939,9451572,,,
8790348,9683623,,,
5754702,4486579,,,
1908933,2720604,male,Bachelor's,
8321776,742303,,,
2299868,2574918,,,
2292291,10260955,,,
7642520,1926737,female,,
2401327,1121014,male,,1993.0
9192028,7074722,male,,
29378,9324838,,,
5839931,6140929,,,
3520935,1918519,,,
3594838,5049326,,,
5681873,3285363,,,
4644609,9759108,,,
1217189,3120233,,,
2068678,8603984,,,
5927023,630742,,,
5248419,2913853,,,
5558030,7742248,,,
3572756,8419048,,,
3209830,4979494,,,
2179535,2489973,,,
221337,8456087,,,
3147988,2019338,male,,
6168114,1470469,,,
255126,4518297,,,
2972288,10325564,,,
8702692,3992773,,,
6594045,9728170,,,
7612531,2113728,female,,
1213695,7564632,,,
1164322,5496916,,,
4634294,2324707,female,,
6726791,10198804,,,
8005127,4754621,,,
1503016,8506908,,,
3259955,8387216,,,
2640440,8818320,,,
3585445,9509724,,,
8651521,8983344,,,
6100246,8980051,,,
8356518,8819557,,,
2020297,8235830,,,
4762607,5813788,,,
7668815,5860541,,,
39772,6490641,,,
5316991,7001708,,,
4591690,1521794,male,,
906285,6675428,,,
6791325,7480419,,,
4444995,8014833,,,
8899988,1575336,male,,
9212191,340444,male,Bachelor's,1986.0
9553115,7399056,,,
4522200,6243894,,,
585750,3995576,,,
4370931,4789767,,,
911596,5535829,,,
2253131,5105892,,,
153877,6169869,,,
8315123,10036247,,,
9445130,7999780,female,,
8622506,380932,male,Bachelor's,1995.0
391384,633528,,,
5469948,943168,,,
3450904,5725434,,,
4573209,787391,,,
599525,6788578,,,
8198192,5630533,,,
6761432,7828612,,,
5716529,768883,,,
1954578,8916615,,,
4506873,524288,,,
3086460,10092849,,,
7299349,1653251,,,
649702,10258990,,,
8197340,4259333,,,
3882358,2624346,,,
9029911,7843863,,,
8864464,2585080,,,
1179616,619931,,,
490219,5185352,,,
372405,9469124,,,
7309306,8529653,,,
321671,5069912,,,
7575564,620122,,,
7965512,8936612,,,
8245425,4152084,,,
2975834,6120907,,,
3754306,10170482,,,
4441402,1711033,,,
246265,9839895,,,
8501819,10283867,,,
2248974,8284091,,,
5318236,9200908,,,
2406445,9928414,,,
8995501,204310,male,Doctorate,1981.0
2195085,8685635,,,
7083504,2880400,female,,
1042106,2187586,,,
4776425,8874590,,,
2333652,8959934,,,
3761981,2651685,,,
3791072,965102,,,
278855,3955101,,,
4896748,8902870,,,
4693883,1401421,,,
6649596,1721588,,,
7943078,1335007,,,
6548168,3199563,,,
7416515,6610079,,,
1283556,3668251,,,
4910725,1806881,,,
5344680,2846391,,,
717882,3250206,,,
9400684,4098901,,,
9207793,3159243,,,
558402,8580967,,,
3107561,5118655,,,
5102859,1032183,male,,1991.0
8570102,3672902,,,
1777150,4093370,,,
4619748,8442026,,,
3974651,6169399,,,
7188800,8221067,,,
9175117,9093517,,,
6156390,1980266,,,
5009571,6190331,,,
5504131,8131673,,,
2171606,9612571,,,
8104822,174144,female,Master's,1979.0
6862563,5888373,,,
4566982,404876,male,Doctorate,1985.0
1596171,3048928,,,
3556054,212644,female,Bachelor's,1993.0
1191808,874733,,,
6536645,4279561,,,
2524485,6058667,,,
7503043,39706,female,High,1994.0
7767200,9455165,,,
9351612,2282673,,,
4410834,859254,,,
5156324,10124010,,,
3872162,5869544,,,
4226942,5478699,,,
360640,9886922,,,
512150,1410360,,,
5674337,654762,,,
1542787,4521317,,,
5668555,1090961,,,
5503489,6911873,,,
8184180,2149331,,,
7510063,1838507,female,,
3720135,3162067,,,
8059898,5790229,,,
193221,1415879,,,
6238623,9027887,,,
6907964,1204118,,,
6550700,7700763,,,
7050784,8803503,,,
7309268,8465653,,,
5985987,9012913,,,
1104074,5377800,,,
9092848,2019966,,,
1246255,1434042,,,
1065255,599870,,,
3406711,2016951,,,
5945094,658149,,,
7903348,5540396,,,
4350648,791806,,,
616939,5758581,,,
7309622,9041453,,,
6559770,2428165,,,
4213123,2284097,,,
8790568,10040823,,,
5669216,2182561,,,
4947292,2576892,,,
2626452,5489516,,,
1737918,8921563,,,
7060824,5400305,,,
9156516,8220948,,,
8488617,8384860,,,
4527941,5789495,,,
2013459,6705227,,,
5712871,4979080,,,
4989734,3100516,male,High,1999.0
7880389,7491192,,,
7633976,8062335,,,
6378361,892523,,,
4243674,3082106,male,,
8507593,9874870,,,
7138568,4688155,,,
567507,3624969,,,
8314829,9556047,male,,
2243407,9015090,,,
4586048,2134793,,,
908656,341029,female,Associate,1977.0
7417532,8438479,,,
6931877,854533,,,
4018237,8752825,,,
4905135,2521072,male,,
6484748,8058148,male,,
6827744,8122627,,,
7165254,9092185,,,
9088307,4726965,,,
7505496,4505706,,,
3743463,1867881,,,
4441081,1179633,female,,
7774163,680567,,,
2553844,4866082,,,
8342922,6117115,,,
5487436,10331970,,,
413589,7897335,,,
3368933,9547582,,,
9291082,1639238,male,Bachelor's,
7195714,9673270,,,
8496259,700067,,,
4670205,1996617,,,
35881,10125440,,,
4065179,6659528,,,
9242745,1225819,,,
6436848,8419136,,,
78848,1275651,,,
7128238,7556145,male,,
3997764,4655413,,,
5960349,6277951,,,
4045278,3630925,,,
3948668,2825985,,,
8110164,9477144,,,
955833,9169284,,,
2122843,8602460,,,
117518,5745062,,,
9463685,8823761,,,
81849,6441451,,,
3023676,5671873,,,
1094553,9613282,,,
9153053,2127548,,,
7112732,1478143,,,
4357009,1402565,,,
8643616,5737143,,,
3405996,787151,,,
59281,9045444,,,
9212324,600044,,,
7791995,288370,female,Bachelor's,1982.0
3807139,7994104,,,
2360152,2684681,,,
4482138,9762541,,,
793489,9216622,,,
1268226,8285645,,,
2643507,3850131,,,
6070442,9430243,,,
1354928,2052869,,,
7072290,4476516,,,
2373729,5448199,,,
7929407,8919604,,,
7458456,6307894,,,
4008202,1759223,male,,1995.0
3260269,8900216,,,
4816387,5255035,,,
1834181,8895787,,,
5451603,368365,male,Bachelor's,1994.0
3082284,2863849,,,
6886541,5798837,female,,
6398141,4066726,,,
4230642,1408500,,,
8041178,4708823,male,,1998.0
6435178,5537136,,,
2531771,8283070,,,
3447828,297834,male,Bachelor's,1985.0
8910263,8949137,,,
1215523,184833,male,High,1983.0
424526,5943937,,,
6685228,857194,,,
2560508,5915684,,,
971239,4707691,,,
94450,7495854,,,
3603824,10029927,,,
8097997,9239014,,,
7417462,8322879,,,
7517253,4052108,,,
8949330,3877688,,,
2464909,7028839,,,
8901312,4026136,,,
1429457,6171888,,,
6317014,9254508,,,
3026107,9799073,,,
134323,3708665,,,
4814788,2362435,,,
6654377,9959788,,,
66896,1411648,,,
208342,6716683,,,
5254777,3718454,,,
6034479,9607633,,,
7506300,5795706,male,,
4728730,9626464,,,
2385355,4800010,,,
2677349,10095944,female,,
6418385,7769929,,,
4187240,9588576,,,
9536696,10119453,,,
2244649,714691,,,
6269700,236897,female,Master's,1990.0
833646,5907545,,,
7283060,4827845,,,
6985831,499291,,,
7661059,2756540,,,
8495287,9438461,,,
6564005,9753165,,,
4430634,4066231,,,
7596920,6381925,,,
4730030,1491065,,,
9500119,9340725,,,
1794921,3547377,,,
6032038,5471833,,,
121002,1330663,,,
6115937,5000255,,,
252848,409097,male,Bachelor's,1993.0
2934096,6772222,,,
8377352,3176773,male,,
2591657,7799493,,,
5603566,3137426,,,
3074096,9556179,female,,
6213146,6557879,,,
6492344,240350,male,Bachelor's,1994.0
4482174,9821541,,,
8241641,7919882,,,
6974055,983685,,,
4792655,5760751,,,
9665,6414232,,,
6541416,1942562,,,
7746460,4948762,,,
9315168,1703609,,,
1105129,7079000,female,,
1078236,2192072,,,
4611922,5339624,,,
5493380,10207468,,,
7426977,4076483,,,
4090677,9183212,,,
4055060,9958526,,,
5527062,6122041,,,
3872693,6725344,,,
3780088,2747892,male,,
3346554,2064605,,,
9527233,4346851,,,
790249,3775222,,,
4302765,1267044,,,
1149042,10186504,,,
3436523,1587032,,,
693518,2708002,,,
3073836,9126379,,,
7967511,1940415,,,
864228,6758836,male,,
425731,8067337,,,
5477054,2777769,,,
1492707,1055707,female,,
8930146,1706627,,,
3916097,9000771,,,
6122203,5394856,,,
5522042,7910276,,,
6942572,8961934,,,
8542180,7276885,,,
8054031,6036028,male,,
8752148,6075999,,,
7964470,7060212,,,
3377257,3107788,male,,
2659698,377134,male,Associate,1989.0
4423698,2269456,,,
7137924,3564555,,,
8106837,3910944,,,
7022095,774458,,,
3652790,1216880,,,
7388461,10057074,,,
4842490,8751246,,,
5133853,2500198,,,
1154524,9308505,,,
3699698,9458457,,,
1684686,10424150,,,
6975852,4233485,male,,1991.0
8704570,7022573,,,
2094806,1676450,male,Bachelor's,
2038824,9000504,,,
3389960,4421590,,,
598912,5801178,,,
3461988,4212440,male,,1983.0
1350378,4750868,,,
2427605,5063663,male,,
5166623,7131813,,,
2694936,9352755,,,
1601396,1701129,,,
6446007,3471338,,,
6835514,673957,,,
3002744,602312,,,
3312645,5908227,,,
2137503,2637225,,,
6781805,1373018,,,
3097799,8960053,,,
7691279,3006149,,,
1146984,6658504,,,
3479403,2948479,,,
6328317,8064110,,,
569474,6852369,,,
4483736,2116542,female,,
2189566,9476574,,,
6244472,8738088,,,
9189251,2275922,,,
7521182,188109,male,Associate,1974.0
4472255,3057740,,,
8005390,5176421,,,
8507010,8925870,,,
3286924,2923369,,,
4432331,6798431,,,
4253961,10426513,,,
6304550,8557706,,,
325904,1871513,,,
1635207,8190938,,,
9020193,1368062,,,
2144108,3881828,,,
6604302,6649376,,,
163471,1927874,female,,
1549856,6223319,,,
3202886,3271089,,,
3262864,2914965,,,
7080811,8700399,,,
7610468,9010327,,,
5564305,8164859,,,
417845,4874536,,,
1321706,7016262,,,
5630755,8621602,,,
6033964,8765633,,,
3315603,582430,,,
8401725,3896185,,,
3427533,6818954,female,,
3663156,8743683,,,
2328718,366134,male,High,1996.0
5693555,2616477,,,
2837986,6954225,,,
3719410,1912467,female,,
2986454,3837509,,,
3968939,6659198,,,
1994152,4659822,,,
9136306,4561141,,,
997694,8739252,,,
8800916,7131428,,,
7176072,6925997,,,
2325926,6016933,,,
3129346,1046535,,,
7154935,1649784,,,
8022380,3282026,,,
7863371,9274989,,,
3559026,5479644,,,
6671525,8455191,,,
9457302,8220760,,,
7133889,6837946,,,
9602015,8725202,,,
8599620,2477116,,,
7664567,8898140,,,
6247919,4413689,,,
7808206,7664176,,,
7456992,3953294,,,
3186251,5765596,,,
6575325,8606567,,,
4287072,5389641,,,
2674315,4997344,,,
209370,8561083,,,
3955994,5210986,,,
5760071,3198180,,,
62850,4921045,,,
896482,46025,female,Bachelor's,1991.0
9220352,4263645,,,
5211643,1792889,,,
2731650,10363573,,,
2678257,1320945,,,
1727465,1261562,,,
546517,8809565,,,
379488,902126,,,
3184832,3272596,,,
741696,2784012,,,
927529,1804571,,,
9167598,6481914,,,
4906529,5064872,,,
5122373,3660786,,,
7431580,1458286,,,
7475677,4954497,,,
5136892,7870998,,,
7846192,353387,,,
6080726,6413645,,,
3777790,9216091,,,
5077085,8515558,,,
1754956,7080166,,,
4632164,9094230,,,
872595,432639,,,
5932152,9521742,,,
793001,8421222,,,
2037877,7402704,,,
6822267,8991826,,,
477283,3683950,,,
266875,4058299,,,
2800039,3970600,,,
2331876,5898934,,,
578856,2277375,,,
2287560,2095355,,,
4792077,4833151,,,
7727231,2771759,,,
2448721,10214266,,,
2911114,8663618,female,,
3729438,8884470,male,Bachelor's,
1635280,8309338,,,
8577446,5840703,,,
7255034,8309840,,,
7833321,9364580,,,
477520,4102750,,,
9260587,897822,,,
4279823,3150922,,,
1637946,2426939,,,
6694621,6652595,,,
5794774,828222,,,
3033493,1772275,,,
7018767,5512457,,,
5959331,4641751,,,
7237855,9706233,,,
1551887,9705719,,,
6181749,4407474,,,
2506777,6619058,,,
6762719,9930812,,,
1941157,6460809,,,
8524077,7136481,,,
9018843,9429459,,,
2892477,7707147,male,,
4089704,7554412,female,,
1467085,8817898,,,
4385939,9801169,,,
8860485,6155479,female,,
1290208,4747453,,,
7980120,2907817,,,
8247512,7693484,,,
2408505,3110235,female,,
3623670,2760278,,,
5672868,8585361,,,
942936,7743973,,,
1603808,5906929,,,
8310484,2028447,female,,
3623197,1959078,,,
5427164,10117808,,,
2273582,9170944,,,
4287721,6433041,,,
8086951,492613,,,
7167266,2112186,female,,
4109207,9963359,,,
2573389,7391490,,,
5769888,9751217,,,
3229158,7035407,,,
3484394,1243080,,,
4051825,4542126,male,,
8060710,7100629,male,,
4605944,5393396,,,
3788315,6587293,,,
6597357,5165775,,,
6021819,8564031,,,
8285089,10100435,,,
7987274,5028818,,,
5635113,5748203,,,
203313,8505680,,,
8535814,6655084,,,
1375225,6021075,,,
3686381,7203650,,,
3804016,2485304,,,
5336636,9784111,,,
1409890,3708483,,,
616091,4395781,,,
2803266,9373400,,,
928227,2980571,,,
5218611,3573094,,,
6235601,3963887,,,
7630131,1356535,,,
4631622,8210030,male,Bachelor's,1994.0
205119,1186483,,,
8063708,1914199,male,,
7669464,6907941,,,
4283097,8870322,,,
6524641,4316559,,,
9155817,6907548,female,,
1536074,3175314,,,
7619407,3808729,,,
5511246,9918874,,,
3865047,4095543,,,
4233471,6285900,,,
7744201,948962,,,
1540032,9993114,,,
3734371,6927671,,,
3392380,8507190,,,
776794,1115220,male,,1996.0
1391925,3872078,,,
9100104,4354767,,,
4780795,6017749,,,
7547571,4432113,,,
1666492,10172547,,,
8322660,2251703,,,
136732,7803665,,,
8448398,1218446,,,
2912103,10282018,,,
4203997,7415779,,,
8350558,8925316,,,
2956663,4350362,,,
8149249,4407057,,,
7154974,1713584,,,
1092184,5591682,,,
9344133,10134668,,,
9576818,6703552,,,
3176515,9709994,,,
9175890,10360117,,,
355424,880322,,,
5435162,3164212,,,
8939140,6847430,female,Bachelor's,
4000879,9880213,,,
6089100,10431848,,,
2982361,6945308,,,
9221549,6190645,,,
1947180,6474412,,,
4354057,6668006,,,
2994738,7675710,,,
3860739,6841734,,,
7178961,1550798,male,,1993.0
2188474,7697574,,,
760087,3493217,,,
4197693,6826178,,,
3513436,9767914,,,
9625281,7279406,,,
3421166,6244553,,,
6760594,6295412,male,,
6690654,10196994,,,
5224396,3008895,,,
1197195,10141133,,,
33834,6613040,,,
5269538,8327856,,,
5443478,7130415,,,
9525064,419851,male,Doctorate,1980.0
7924559,502404,,,
6527892,9758359,,,
1017475,1303461,,,
8871248,4105483,,,
4645363,658509,,,
5254795,3754854,,,
2569425,481890,,,
7389311,1181675,,,
2561680,7986884,,,
6347127,9313913,,,
2253609,5873492,,,
3461893,4058240,,,
8405387,10011585,,,
2759879,7172499,,,
1953134,6389615,female,,
6716849,3604203,,,
5689789,6534764,,,
8566444,7699893,,,
3164992,134593,female,High,1995.0
5199508,1631287,female,,
3006499,7065912,female,,
5295607,1317701,,,
5780487,7365819,,,
6118819,9847255,female,,
9335255,5310016,,,
9367159,8452675,,,
2070899,1962385,,,
3332202,8547002,,,
1234199,1381640,,,
5459624,4047366,,,
7093616,9965810,,,
794136,10276822,,,
4674962,10197817,,,
1292197,8133253,,,
4422827,787056,,,
6113753,1123455,male,,1993.0
8334539,2002105,,,
6531697,5989360,,,
1101735,1259600,,,
5748107,3401178,,,
1228083,1211438,,,
7106130,423214,,,
2274410,109145,female,Bachelor's,1987.0
9366650,7584875,,,
3232447,2317008,,,
4250770,5071313,,,
7727754,3896959,,,
690796,8502401,female,,
5331716,1314711,,,
4951178,9326292,,,
5081342,5471971,,,
5637429,9687003,,,
866982,1150437,female,,1995.0
8560773,8270292,,,
7580446,9108322,,,
502017,4816754,,,
7141293,9278155,,,
7152556,8018983,,,
177633,5688476,,,
9586370,2410554,,,
8540622,4708685,,,
8253890,8279285,,,
5801485,2011031,,,
7246259,3608638,,,
9404401,10306901,,,
4904170,880872,,,
758554,741617,,,
3080557,10279780,,,
1116342,5739811,,,
9125239,6099739,male,,1998.0
3611215,2028035,female,,
5820873,4520434,,,
9226374,4272848,,,
4755832,4603187,,,
3685132,5173450,,,
8084141,6079411,,,
8917021,10163338,,,
511436,86160,male,Bachelor's,1998.0
6904944,6370847,,,
1216549,2010833,,,
8346228,1416916,,,
6558204,10108564,,,
4397002,8223649,,,
9200403,789042,,,
893252,5055223,,,
3325102,6608801,,,
143207,8553466,,,
2766278,7937100,,,
3193846,8502087,female,,
1896797,2553202,,,
5669402,2507561,,,
9344124,10119868,,,
7785841,10442968,,,
6994742,5585492,,,
9499392,8153325,,,
163219,1517074,,,
5082824,8044171,,,
9396298,6727300,,,
2665146,9803934,,,
7685197,2887748,male,,
3929390,743974,,,
5836548,217329,male,Bachelor's,1990.0
3938996,6932183,,,
9345970,2908669,,,
8586051,10224104,female,High,1998.0
3570326,4318248,,,
2342916,4296870,,,
5860848,623337,,,
5623816,6946401,,,
3979400,4143000,,,
1816795,10000380,,,
4063581,4084528,,,
4609168,467424,male,Bachelor's,
2173774,2922572,male,Bachelor's,
7447852,8800088,,,
1714497,9982959,,,
4784631,2178750,,,
7376713,95873,male,Doctorate,1982.0
4151890,492935,,,
3461608,3475640,,,
8482169,7681058,,,
1846577,9478389,,,
2698821,5714756,,,
908011,9669228,,,
8628511,338533,male,Master's,1982.0
6134484,5779462,,,
4400478,3940451,,,
8495821,10311861,,,
2853689,2908501,,,
759870,2992817,,,
546862,9371365,,,
8329321,3490504,,,
2240333,3872290,,,
1886996,6457596,,,
9605551,4533803,,,
2469250,4327097,,,
5292148,5767700,,,
2743017,9288498,,,
2048687,5299515,,,
3766748,520090,,,
1961876,663417,,,
5828547,7212038,,,
2189421,9237774,,,
604769,5551379,,,
1312525,1592659,,,
4065123,6569528,,,
3876764,3459945,male,,
7961255,1552412,female,,1994.0
4348942,8326805,,,
1995360,6603022,,,
7009260,9793050,,,
5039554,6005144,,,
7997857,2401220,,,
6913922,1085520,male,,
8502779,1592670,,,
938217,9854772,,,
8345485,34316,female,Master's,1984.0
8496841,1726467,,,
8120972,7426146,,,
4384193,6778369,,,
6865914,1272574,,,
161232,8531073,,,
4142442,5097929,,,
8452896,9004046,,,
1798313,9297777,,,
4800097,8242552,,,
4979218,5808905,,,
4757138,6701387,,,
2456222,2403237,,,
6564637,447766,,,
825702,2516144,,,
1207920,7989631,,,
5095034,8343173,,,
1885912,4715996,,,
4971277,2410904,,,
6007129,4080921,,,
108510,517059,,,
4972992,5475904,,,
4621102,274827,male,Bachelor's,1991.0
8501139,9171467,,,
661950,166393,male,Bachelor's,1990.0
6983759,7393290,,,
9376949,4652897,,,
8291807,961237,,,
539691,7432164,,,
4576005,5680791,,,
1754001,5538966,,,
2259017,4892893,,,
9091986,543566,,,
5047215,8846345,,,
6391138,2157925,male,,
3748140,9934481,,,
5803355,5352031,,,
6733873,1681806,,,
3300263,5340024,,,
3691426,5623852,,,
3874643,10080744,,,
6347846,64914,male,Master's,1987.0
3809256,1198305,,,
7426488,3021683,,,
7188432,7581267,,,
3993155,6907611,,,
5919393,8314340,,,
8631764,6034133,female,,
7760445,8250764,,,
1160398,9064515,,,
4725566,4329864,,,
1963888,4308817,,,
922966,4477358,,,
5564816,8999059,,,
2087642,10075797,,,
6116475,5863455,,,
856593,4143635,,,
9070969,5908194,,,
8557285,2144892,,,
3836576,6743720,,,
8652902,949945,,,
1216446,1842433,male,,
5822683,7571834,,,
6080081,5376645,,,
2036944,5780104,,,
7577711,4506922,,,
3354367,5270006,male,,
2929556,9350021,,,
9136689,5175741,,,
5058885,8267955,,,
5847666,9091330,,,
2243028,8397090,,,
5816501,7175433,,,
997601,8589052,,,
6677150,7794592,female,High,
2409306,4663835,,,
3883833,5297546,,,
1658929,7656542,,,
5670247,4172161,,,
7700689,8950750,,,
1918052,8195605,,,
8182091,9014520,,,
932639,159572,male,High,1992.0
7894864,1265395,,,
2346236,9849670,,,
7907116,1591601,,,
5243535,5017451,,,
7549280,7197513,,,
1448541,8014695,,,
9146131,589947,,,
1813195,3987580,,,
387200,4002727,,,
7409136,4411078,,,
8826353,9520987,,,
1131061,10315414,,,
8782577,6659014,,,
2821953,10416813,,,
7320067,6294055,,,
9094846,5563966,,,
8574557,794503,,,
6268754,9083496,,,
5630078,7459802,,,
2524566,6189667,,,
6330027,533111,,,
1229745,4232638,female,,1992.0
2564512,2370285,female,,
5525899,4247241,female,,1993.0
1162151,1667916,,,
42605,1009242,,,
2055070,5886916,,,
1661799,2082147,,,
6860031,1475773,,,
2511569,4653060,,,
1980853,2261020,,,
9131284,6150540,,,
1122446,5894813,,,
